,age,skill,height,salary
206,61.0,0.5749453657745898,1.82,5092.68839546578
207,35.0,0.9514748267297296,1.68,3242.347237436274
208,34.0,0.47230218450567724,1.92,2340.014757580936
209,42.0,0.45195807316118713,1.98,2902.1665302781025
210,53.0,0.2120680088493016,1.95,3545.280840169203
211,55.0,-0.05294693694205932,1.94,3312.6012003656333
212,30.0,0.4545435665033408,1.6,2068.7439965553467
213,57.0,0.3535520980043889,1.93,4229.428508697703
214,22.0,0.679084214702104,1.51,2024.2606987043027
215,56.0,0.2798917027794059,1.69,4011.7758967249238
216,31.0,1.150111280640468,1.96,3290.0428780957754
217,37.0,1.1718001115665237,1.96,3734.91389067007
218,53.0,0.39725463703482267,1.52,3871.5805857258238
219,36.0,0.16852600834379133,1.63,1980.5390083507773
220,54.0,0.9902023829665604,1.62,4996.7922255948115
221,28.0,0.4544651667495807,1.68,1956.430815470021
222,54.0,0.39251202519606676,1.92,3964.3714867545978
223,49.0,0.8315725929551716,1.91,4197.416714768556
224,28.0,0.33422992073635394,1.66,1751.5513769788442
225,51.0,0.40144312379996405,1.88,3670.701013226564
226,22.0,0.7221563436640662,1.78,2109.113958780572
227,40.0,0.7452207189798634,1.61,3263.6483089079966
228,40.0,0.6558331940278272,1.94,3092.527423014441
229,24.0,0.19173656712855547,1.71,1301.9121661184777
230,53.0,0.9550659825141108,2.0,4798.18464438248
231,54.0,0.3896109700842976,1.64,3976.901238035703
232,53.0,0.21067121430668057,1.78,3564.5892388730167
233,63.0,-0.01064356531043087,1.78,4348.354113523927
234,32.0,0.4483934738260848,1.74,2185.629417231387
235,45.0,0.37893661986737187,1.55,3060.292748651866
236,28.0,0.749609495311666,1.78,2455.7843165814916
237,43.0,0.4236978615065453,1.63,2967.331158727459
238,40.0,1.0278378434746078,1.83,3740.6211354745355
239,21.0,0.2229255423620891,1.64,1218.5360109079488
240,32.0,0.675978793712758,1.55,2564.264444189023
241,46.0,0.5900320785503961,1.65,3518.0557824946577
242,46.0,0.47049735198657244,1.95,3291.6107235025634
243,65.0,0.19816290287511834,1.8,4957.896868387367
244,27.0,0.3489885269425066,1.53,1710.8859401903796
245,35.0,0.27090197869589894,1.66,2084.8938755100708
246,27.0,0.6742712349193409,1.62,2272.7092739145387
247,25.0,0.5241267880536631,1.62,1913.4637142428867
248,31.0,0.505368754500098,1.73,2219.7670446015777
249,57.0,0.8345842323737416,1.69,5067.753197035295
250,63.0,0.25062625916752257,1.94,4772.675633751923
251,32.0,0.22566713553578205,1.54,1797.5240910515472
252,22.0,0.4812159538508913,1.56,1694.3034540274866
253,37.0,-0.39778029114646996,1.71,1092.7335070509346
254,40.0,0.7468366880196755,1.53,3258.2278140215667
255,65.0,0.2588846525526362,1.73,5064.744071290893
256,62.0,0.41304757453480373,1.88,4933.428579475791
257,61.0,0.9070408942723456,1.94,5640.580513430122
258,63.0,-0.058895711795895256,1.97,4240.754807849759
259,49.0,0.753505307782852,1.9,4066.2747988917777
260,25.0,0.1421771171935487,1.77,1264.7458933953646
261,58.0,0.6307779472040382,1.57,4829.6193118145675
262,51.0,0.4037807475374368,1.72,3687.2673028093764
263,50.0,0.7452034102649265,1.75,4165.847046409359
264,57.0,0.08765931493049728,1.8,3794.0407688815126
265,57.0,0.27360099657443815,1.69,4114.0816961764785
266,35.0,0.7415821409658869,1.6,2881.709573141675
267,34.0,0.6733321512003373,1.88,2687.9123598071988
268,41.0,0.32689034793095895,1.89,2622.5311251933567
269,39.0,0.7107217928757595,1.66,3128.5875596158335
270,31.0,0.9772270113768564,1.92,3003.3869632619403
271,56.0,0.46169123625126307,1.86,4310.765062267865
272,64.0,0.2782549758621772,1.6,4965.053392465368
273,51.0,0.3814228816229172,1.55,3640.5193936362934
274,33.0,0.4490975863235326,1.78,2249.914071301665
275,49.0,0.4848604868018558,1.54,3615.152788203872
276,23.0,0.28752521784325147,1.59,1412.9820345858627
277,56.0,0.21877140619892876,1.95,3883.6766156635695
278,58.0,0.5966029017223318,1.7,4778.224932927964
279,24.0,0.5280754897400834,1.64,1872.2909214505391
280,52.0,0.4541251296477441,1.51,3861.8302541118915
281,62.0,-0.2591233249432153,1.71,3803.4503495964673
282,25.0,0.1266064930051246,1.67,1239.8712000601226
283,52.0,0.7249144448896159,1.56,4328.590888793318
284,41.0,0.6602596993667125,1.97,3175.319006826193
285,25.0,-0.09997558461751888,1.99,822.7772331768251
286,34.0,0.4036318846755951,1.83,2235.4710055162136
287,52.0,0.5220923925797709,1.62,3989.0052419372705
288,28.0,0.6615455675971759,1.94,2286.238458082333
289,31.0,0.997719182612423,1.68,3056.962642436853
290,29.0,1.1906875486762867,1.7,3265.1688327496877
291,50.0,0.4732339274329959,1.72,3704.337708631827
292,29.0,0.5561218259486426,1.58,2180.6883777616695
293,51.0,0.6291094767685038,1.84,4062.722442987428
294,52.0,0.22562887399970932,1.58,3481.8503594484832
295,25.0,0.17881652331782855,1.54,1318.8780502810262
296,65.0,0.30613002052236393,1.83,5138.71783645572
297,56.0,0.8423322083288457,1.89,4953.782287869764
298,65.0,0.9498580087509516,1.85,6230.859109753951
299,62.0,0.36888517386640446,1.54,4860.994756213605
300,31.0,0.42529820922684514,1.74,2083.367467412679
301,37.0,0.5066005540648665,1.67,2629.8611038616837
302,31.0,0.28758315672488444,1.97,1821.7688843350852
303,25.0,0.03846587535596857,1.65,1089.3932370641305
304,39.0,0.48626701829802155,1.64,2746.2165199990336
305,65.0,0.3155599226245859,1.97,5133.329386364578
306,42.0,0.18354972598293157,1.65,2475.035783129968
307,25.0,0.9383530782781508,1.85,2611.300727950191
308,45.0,0.4659114841963533,1.79,3213.8226097760294
309,27.0,0.7079845514577047,1.68,2332.4137694738315
310,48.0,0.41242034072405903,1.88,3392.3622819975258
311,31.0,0.5736879913307519,1.92,2317.3706291835624
312,37.0,0.9140177427368112,1.53,3311.435607040697
313,61.0,0.8955630458306338,1.85,5634.557672789412
314,32.0,0.4649392923728825,1.99,2182.132524060507
315,22.0,0.47427527262550595,1.99,1658.0036904899673
316,43.0,1.2275377607700122,1.52,4323.061896075646
317,56.0,0.20843950908664782,1.87,3878.95260983542
318,47.0,0.4244737682290064,1.96,3304.4591069962908
319,35.0,0.5534804687243589,1.72,2565.7568288271436
320,48.0,0.38361547251280725,1.73,3355.786465223183
321,43.0,0.672640096336867,1.54,3382.3781244133916
322,35.0,0.227533545921976,1.84,2004.0433605483306
323,62.0,0.5374398549720245,1.52,5144.895456219066
324,38.0,0.39759172315434177,1.88,2507.1536321290064
325,46.0,0.43564073760752914,1.53,3245.194698320918
326,38.0,0.42703414896038394,1.97,2541.8355711354347
327,21.0,0.4393408553056144,1.82,1582.1607276685218
328,40.0,0.6589244173527083,1.51,3105.9890432103302
329,40.0,0.30142140153054353,1.82,2506.697656250901
330,32.0,0.9510364956700632,1.64,3039.324631531505
331,40.0,0.7748687678667241,1.76,3315.8394942658288
332,55.0,0.7525006181960993,1.96,4678.104751940347
333,49.0,0.7571896762066771,1.74,4087.582961278393
334,46.0,0.11053166914254559,1.99,2671.6395645689345
335,35.0,0.5725326124233836,1.72,2598.145473115486
336,29.0,0.747107151933261,1.9,2495.3979339474727
337,26.0,1.090411512632711,1.89,2915.5171051863344
338,42.0,0.4635933679021655,1.74,2951.469237160724
339,60.0,0.555524732657032,1.68,4944.232077512687
340,50.0,0.13191027718833642,1.62,3121.6956457718316
341,38.0,0.3392353146193801,1.66,2420.0605465799886
342,45.0,0.4951300794368078,1.82,3261.0024086915505
343,27.0,0.0747481899839611,1.77,1254.1167171390657
344,44.0,-0.0623195459713638,1.71,2230.016773848615
345,30.0,0.40968210405058275,1.98,1966.297382790075
346,47.0,0.6852014836268536,1.87,3762.447966553769
347,30.0,0.5411358772133915,1.74,2219.291502989808
348,58.0,0.19289021631793224,1.8,4087.9333012401526
349,64.0,0.7145241639851105,1.83,5703.987880342391
350,65.0,0.5177821601457359,1.66,5504.590183974793
351,35.0,0.900391229047582,1.51,3141.4826230916156
352,38.0,0.37214032305628164,1.77,2474.6833433620104
353,29.0,1.0701483475122164,1.65,3059.2534397297522
354,51.0,0.7216803180560851,1.85,4218.957035572679
355,22.0,0.4358866436831915,1.66,1624.3678059884683
356,36.0,0.7556145244215569,1.7,2980.5446915166463
357,30.0,0.9127674566271248,1.75,2850.705925225096
358,29.0,0.45989750949249736,1.87,2011.4312105253637
359,22.0,0.2557923647297319,1.64,1317.4096089329414
360,44.0,0.6308387392621039,1.57,3401.7226583132788
361,57.0,0.3795662261578169,1.87,4282.868028856406
362,47.0,0.42191292347795817,1.74,3325.6124816395713
363,52.0,0.268987052335092,1.59,3556.4671532219922
364,35.0,0.9811817447797941,1.53,3281.6144105137687
365,47.0,0.5370938478750141,1.89,3507.8770750982503
366,31.0,0.5439735502121104,1.86,2275.644996001305
367,50.0,0.5215157083600391,1.53,3775.1821486001845
368,38.0,0.23376132923231507,1.67,2241.0344216463463
369,55.0,0.8899618601188658,1.65,4936.936411161056
370,64.0,0.5968688236194029,2.0,5476.249474261476
371,50.0,0.3854500155849887,1.98,3525.102832398565
372,52.0,0.5236228058585811,1.85,3985.2592648369223
373,62.0,0.8107584662743588,1.73,5621.929554617821
374,38.0,0.5781582295903154,1.8,2822.888923803203
375,50.0,0.41778180404541204,1.62,3607.6772414288603
376,50.0,0.5017919497112562,1.68,3752.8863465048694
377,50.0,-0.0178464230754376,1.62,2867.1092553234157
378,31.0,-0.08655919002935186,1.84,1206.0857094310734
379,54.0,0.6597170004836029,1.81,4432.70806507446
380,64.0,0.7576746366176332,1.72,5783.886914245711
381,23.0,0.4921627696182088,1.59,1760.8658726032902
382,44.0,0.5490900024560093,1.51,3255.270537885942
383,49.0,0.2451332702448259,1.73,3217.366721367615
384,44.0,0.7676090956388577,1.76,3639.4980514784547
385,51.0,0.22615860650146402,1.84,3377.70596353346
386,42.0,0.530671716728661,1.56,3058.378250919695
387,32.0,0.6508510376367005,1.57,2523.743565550093
388,64.0,0.1790857075026671,1.54,4790.335663395252
389,37.0,0.15612895019022666,1.94,2012.0302084905193
390,54.0,0.4923175855618428,1.73,4152.580057406544
391,59.0,0.27379458130706563,1.67,4346.090950173423
392,22.0,0.20426926133965984,1.66,1230.6182560044642
393,24.0,0.19601476466567858,1.81,1304.414264183989
394,35.0,0.46140942755612285,1.7,2409.3960268454093
395,33.0,0.20399983329369775,1.8,1831.8196500989534
396,42.0,0.0444000237888027,1.99,2207.215767467572
397,30.0,0.34997255920124626,1.71,1894.9133526420521
398,52.0,0.6820919212946255,1.62,4261.004440752523
399,25.0,0.6973013863438542,1.72,2210.252388780286
400,37.0,0.31362675135003604,1.59,2297.354641547397
401,29.0,0.1022870372706815,1.89,1400.7054970708848
402,30.0,0.18305933750049508,1.93,1590.5908158410834
403,56.0,0.4504954394735988,1.7,4301.842247105118
404,50.0,0.29843401839336703,1.67,3406.977993220135
405,39.0,0.25978717165515275,2.0,2328.210665922251
406,20.0,0.5179990622479038,1.66,1679.9589175484791
407,48.0,-0.008438479642403296,1.6,2685.674518107581
408,47.0,0.9115288459883824,1.58,4152.880311829228
409,65.0,0.28106967067819466,1.9,5087.13421581386
410,34.0,0.558439157732643,1.54,2495.236528786211
411,55.0,0.5904310969602352,1.89,4414.550398543126
412,43.0,0.540497008098584,1.5,3152.1606894285223
413,30.0,-0.07206522509414026,1.55,1168.5896122172962
414,59.0,1.275156164326582,1.76,6047.328068247586
415,27.0,0.21362948337151977,1.61,1488.943208373812
416,32.0,0.8884822641303893,1.9,2918.7356246825907
417,61.0,0.4496556994443464,1.95,4861.17991418078
418,47.0,0.4069879664008796,1.92,3281.9805868027797
419,20.0,0.38653146136040684,1.87,1445.7089287008098
420,55.0,0.6497375211876418,1.61,4526.326872661219
421,62.0,0.4823837536620814,1.54,5053.942341866255
422,43.0,0.900692458517623,1.66,3779.537691207002
423,46.0,0.8546342178395732,1.52,3956.1258730939
424,58.0,0.03691802837006064,1.58,3821.0419218780803
425,28.0,0.6250375396114369,1.88,2233.8115201060677
426,41.0,0.5243197843230945,1.95,2948.108858474651
427,30.0,0.037563264013228514,1.9,1348.1733244834177
428,34.0,0.37603776511021814,1.92,2176.3652446086553
429,48.0,0.14404134305525446,1.58,2943.1515568429095
430,50.0,0.5537591160594606,1.83,3834.6872988687855
431,40.0,0.29973461726013434,1.53,2498.1542937303466
432,57.0,0.5629466355223642,1.95,4581.77450551341
433,32.0,0.7608708312206895,1.65,2716.481662034156
434,65.0,0.15028466421985365,1.6,4876.503862673419
435,45.0,0.49116302830966957,1.97,3231.8546660292195
436,43.0,0.0917092377406643,1.63,2402.950498325461
437,43.0,0.1147777081846964,1.57,2437.418905481686
438,62.0,0.6265663907359448,1.85,5300.263359128441
439,41.0,0.3556058428935106,1.62,2682.978107470628
440,44.0,0.3315558845253749,1.86,2889.534964333855
441,43.0,0.4236203848241668,1.99,2936.8903812276913
442,49.0,0.8666982941271892,1.97,4246.264617919003
443,41.0,0.9221123682115842,1.54,3638.4809866004107
444,35.0,0.9185502837386355,1.54,3176.425442996398
445,42.0,0.4819370470570795,1.58,2977.5742536460125
446,40.0,0.13964915761942642,1.61,2234.1766545952532
447,26.0,0.8941027803039079,1.66,2595.335238243686
448,58.0,0.4063985246173389,1.79,4451.650578491704
449,55.0,0.5449861957178632,1.77,4349.521326886699
450,21.0,0.2542701442127302,1.8,1269.2791786613084
451,39.0,0.5590000690676225,1.56,2863.5364498959293
452,27.0,0.017594094514111314,1.87,1147.5154050621074
453,58.0,0.30863776127105974,1.81,4283.873358413137
454,51.0,0.2319469967447681,1.85,3386.4103893434403
455,41.0,0.1691605449985885,1.78,2366.02110104926
456,24.0,0.7006551892230009,1.99,2134.8495487057085
457,48.0,1.282392349229022,1.76,4882.629582581734
458,40.0,0.5667933996493633,1.72,2963.3888113996513
459,52.0,0.7137171967428604,1.6,4313.33916796253
460,50.0,0.400549767671529,1.68,3580.774637037333
461,38.0,0.5000619912388559,1.91,2676.8486918508183
462,30.0,0.4340809330254053,1.8,2033.9575196428564
463,29.0,1.0904678999155712,1.91,3077.538736601235
464,32.0,0.3881469908505299,1.58,2078.131158094878
465,55.0,0.27386390809652145,1.89,3876.3861774748125
466,52.0,0.22215565915959246,1.52,3468.9123233379323
467,42.0,0.6522958805942386,1.93,3252.2929391004477
468,39.0,0.1626963271069201,1.55,2188.684250959099
469,53.0,0.5630399185735496,1.69,4166.127863574969
470,64.0,0.2557703636319374,1.64,4929.372207066691
471,42.0,0.5760070981011325,1.57,3136.5088683396275
472,50.0,1.035509798718095,1.98,4630.204463724846
473,43.0,0.27607203193115004,1.54,2708.212414923673
474,47.0,0.8606094569241076,1.93,4051.4260188612247
475,57.0,0.22555491908569558,1.62,4029.891536997342
476,52.0,0.828069866756846,1.67,4511.358935438049
477,41.0,-0.010574068562897665,1.79,2059.7971700853022
478,40.0,-0.027892762477694233,1.92,1933.6833477092043
479,53.0,0.7770901118229594,1.6,4526.073123598698
480,21.0,0.9558373176255089,1.8,2461.9433734630325
481,58.0,0.9445138109860516,1.87,5358.278923064406
482,51.0,0.8691362228890056,1.87,4467.137023299429
483,35.0,0.39751019182456115,1.87,2289.3727704898724
484,47.0,0.48410241656827596,1.97,3403.8516260688507
485,46.0,0.648327199794122,1.72,3617.996271645741
486,48.0,0.2666765081377518,1.94,3134.961057001312
487,39.0,0.1692860358473917,1.92,2189.88730486185
488,58.0,0.5337746973382566,1.95,4647.1822106004265
489,22.0,0.6183915655452864,1.65,1934.266910385971
490,31.0,0.5655761521182388,1.68,2322.3194905967393
491,64.0,0.568423623384552,1.54,5452.210120394456
492,65.0,0.7244766133396121,1.63,5854.655036843672
493,20.0,0.6527174764508311,1.74,1908.9802216934556
494,24.0,0.4696338260669898,1.71,1774.337506313816
495,43.0,0.726062947375229,1.83,3476.6038121055917
496,40.0,0.6144016324690087,1.86,3034.3727358380324
497,28.0,0.5344054892456755,1.54,2082.3792923583665
498,24.0,0.45147376534155026,1.59,1738.6945653329706
499,41.0,0.3868481127524058,1.86,2728.5317523198078
500,39.0,0.7613101176945547,1.65,3214.2284490397265
501,59.0,0.17446479364848966,1.97,4149.467667105214
502,31.0,0.21732551542591405,1.74,1729.8138879510961
503,38.0,0.4190358402692252,1.75,2555.362177416667
504,21.0,0.8759425526194906,1.83,2323.399141020836
505,22.0,0.7161725582959622,1.84,2093.7296815841073
506,62.0,0.874371052787106,1.93,5709.820731828322
507,21.0,0.36189191896937367,1.99,1423.9519892745425
508,50.0,0.7325969988128419,1.58,4139.696171630809
